Index,Micros,BMP,Temperature (°C),Pressure (hPa),Altitude (m),,,,,,
Index,Micros,GPS,Latitude,Longitude,Altitude,Speed,Satellites,,,,
Index,Micros,BNO,Yaw,Pitch,Roll,MagX,MagY,MagZ,AccX,AccY,AccZ
,,,,,,,,,,,
344,84997735,BNO,-92.48,-11.24,-10.07,-17.25,-40.63,-107.13,-0.04,0,0.16
345,85052087,BMP390,21.67,1007.46,-0.22,,,,,,
346,85111449,BNO,-92.48,-11.16,-10.21,-17.25,-40.63,-107.13,-0.04,0,0.16
347,85171610,GPS,0,0,0,0,0,0,,,
348,85205545,BMP390,21.67,1007.45,-0.16,,,,,,
349,85266616,BNO,-92.34,-10.88,-10.19,-17.25,-40.63,-107.13,-0.04,0,0.16
350,85321717,BMP390,21.67,1007.46,-0.21,,,,,,
351,85381035,BNO,-92.36,-10.68,-10.12,-17.25,-40.63,-107.13,-0.04,0,0.16
352,85441152,GPS,0,0,0,0,0,0,,,
353,85475650,BMP390,21.67,1007.46,-0.2,,,,,,
354,85534976,BNO,-92.36,-10.68,-10.12,-17.19,-42.38,-108.56,-0.04,0,0.16
355,85588538,BMP390,21.66,1007.46,-0.21,,,,,,
356,85647830,BNO,-92.36,-10.68,-10.12,-17.25,-41.44,-107.63,-0.04,0,0.16
357,85707379,GPS,0,0,0,0,0,0,,,
358,85743776,BMP390,21.66,1007.46,-0.22,,,,,,
359,85803044,BNO,-92.37,-10.7,-10.26,-17.25,-41.44,-107.63,-0.04,0,0.16
360,85856830,BMP390,21.65,1007.46,-0.24,,,,,,
361,85916184,BNO,-92.37,-10.7,-10.26,-17.25,-41.44,-107.63,-0.07,0.08,0.01
362,85976388,GPS,0,0,0,0,0,0,,,
363,86010649,BMP390,21.65,1007.46,-0.22,,,,,,
364,86069935,BNO,-92.37,-10.7,-10.26,-17.25,-41.44,-107.63,0.07,-0.1,-0.16
365,86123138,BMP390,21.65,1007.46,-0.19,,,,,,
366,86182458,BNO,-92.37,-10.7,-10.26,-17.25,-41.44,-107.63,0.04,0,-0.16
367,86244120,GPS,0,0,0,0,0,0,,,
368,86278786,BMP390,21.65,1007.46,-0.18,,,,,,
369,86338133,BNO,-92.43,-10.52,-10.37,-17.25,-41.44,-107.63,0.04,0,-0.16
370,86391986,BMP390,21.64,1007.45,-0.14,,,,,,
371,86451330,BNO,-92.37,-10.46,-10.38,-17.25,-41.44,-107.63,0.04,0,-0.16
372,86511389,GPS,0,0,0,0,0,0,,,
373,86545617,BMP390,21.64,1007.45,-0.11,,,,,,
374,86604899,BNO,-92.39,-10.33,-10.45,-17.25,-41.44,-107.63,0.04,0,-0.16
375,86659929,BMP390,21.63,1007.44,-0.07,,,,,,
376,86721106,BNO,-92.39,-10.33,-10.45,-17.25,-41.44,-107.63,0.2,0.03,-0.07
377,86781390,GPS,0,0,0,0,0,0,,,
378,86814465,BMP390,21.63,1007.45,-0.11,,,,,,
379,86873770,BNO,-92.39,-10.33,-10.45,-16.5,-43.19,-107.81,0.2,0.03,-0.07
380,86928756,BMP390,21.63,1007.45,-0.14,,,,,,
381,86988064,BNO,-92.39,-10.33,-10.45,-16.5,-43.19,-107.81,0.11,0.02,-0.11
382,87048074,GPS,0,0,0,0,0,0,,,
383,87081960,BMP390,21.63,1007.46,-0.17,,,,,,
384,87141327,BNO,-92.39,-10.33,-10.45,-16.69,-42.69,-109.5,0.11,0.02,-0.11
385,87198448,BMP390,21.62,1007.45,-0.1,,,,,,
386,87257753,BNO,-92.39,-10.33,-10.45,-17.5,-42.94,-108.94,0.11,0.02,-0.11
387,87317368,GPS,0,0,0,0,0,0,,,
388,87350935,BMP390,21.62,1007.45,-0.11,,,,,,
389,87410203,BNO,-92.39,-10.33,-10.45,-17.5,-42.94,-108.94,-0.07,-0.17,0.07
390,87464178,BMP390,21.62,1007.45,-0.1,,,,,,
391,87523518,BNO,-92.8,-10.06,-10.41,-17.5,-42.94,-108.94,-0.07,-0.17,0.07
392,87583862,GPS,0,0,0,0,0,0,,,
393,87618475,BMP390,21.62,1007.45,-0.1,,,,,,
394,87679645,BNO,-92.82,-9.9,-10.24,-17.5,-42.94,-108.94,-0.07,-0.17,0.07
395,87733779,BMP390,21.61,1007.45,-0.12,,,,,,
396,87793160,BNO,-92.81,-9.89,-10.2,-17.5,-42.94,-108.94,-0.07,-0.17,0.07
397,87853062,GPS,0,0,0,0,0,0,,,
398,87887855,BMP390,21.61,1007.45,-0.11,,,,,,
399,87947186,BNO,-92.8,-10.06,-10.19,-17.5,-42.94,-108.94,-0.07,-0.17,0.07
400,88000896,BMP390,21.6,1007.44,-0.02,,,,,,
401,88060249,BNO,-92.75,-9.81,-10.08,-17.5,-42.94,-108.94,-0.07,-0.17,0.07
402,88119869,GPS,0,0,0,0,0,0,,,
403,88155265,BMP390,21.6,1007.44,-0.07,,,,,,
404,88214540,BNO,-92.75,-9.81,-10.08,-17.25,-43.19,-108.56,-0.07,-0.17,0.07
405,88268727,BMP390,21.6,1007.45,-0.12,,,,,,
406,88328073,BNO,-92.88,-10.09,-10.03,-17.25,-43.19,-108.56,-0.07,-0.17,0.07
407,88388481,GPS,0,0,0,0,0,0,,,
408,88422441,BMP390,21.6,1007.46,-0.18,,,,,,
409,88481786,BNO,-93.11,-10.42,-9.81,-17.25,-43.19,-108.56,-0.07,-0.17,0.07
410,88536477,BMP390,21.59,1007.45,-0.14,,,,,,
411,88595826,BNO,-92.9,-10.37,-9.82,-17.25,-43.19,-108.56,-0.07,-0.17,0.07
412,88657481,GPS,0,0,0,0,0,0,,,
413,88692389,BMP390,21.59,1007.45,-0.14,,,,,,
414,88751764,BNO,-92.75,-9.68,-9.91,-17.25,-43.19,-108.56,-0.07,-0.17,0.07
415,88804798,BMP390,21.59,1007.46,-0.18,,,,,,
416,88864150,BNO,-92.77,-9.49,-9.85,-17.25,-43.19,-108.56,-0.07,-0.17,0.07
417,88923784,GPS,0,0,0,0,0,0,,,
418,88958151,BMP390,21.59,1007.46,-0.25,,,,,,
419,89017463,BNO,-92.74,-9.29,-9.77,-17.25,-43.19,-108.56,-0.07,-0.17,0.07
420,89070994,BMP390,21.58,1007.45,-0.15,,,,,,
421,89130328,BNO,-92.78,-9.07,-9.73,-17.25,-43.19,-108.56,-0.07,-0.17,0.07
422,89192132,GPS,0,0,0,0,0,0,,,
423,89225427,BMP390,21.58,1007.46,-0.21,,,,,,
424,89284711,BNO,-92.78,-9.07,-9.73,-16.06,-42.88,-108.31,-0.07,-0.17,0.07
425,89339767,BMP390,21.57,1007.46,-0.21,,,,,,
426,89399103,BNO,-92.78,-9.07,-9.73,-16,-42.31,-108.75,-0.07,-0.17,0.07
427,89458924,GPS,0,0,0,0,0,0,,,
428,89492423,BMP390,21.57,1007.46,-0.22,,,,,,
429,89551752,BNO,-92.87,-8.74,-9.67,-16,-42.31,-108.75,-0.07,-0.17,0.07
430,89605887,BMP390,21.57,1007.45,-0.15,,,,,,
431,89665235,BNO,-92.87,-8.74,-9.67,-16,-42.31,-108.75,-0.07,0.05,0.05
432,89724805,GPS,0,0,0,0,0,0,,,
433,89757361,BMP390,21.57,1007.46,-0.18,,,,,,
434,89816635,BNO,-92.94,-8.91,-9.88,-16,-42.31,-108.75,-0.07,0.05,0.05
435,89873860,BMP390,21.56,1007.46,-0.19,,,,,,
436,89933194,BNO,-92.94,-8.91,-9.88,-16,-42.31,-108.75,-0.07,0.05,-0.07
437,89993695,GPS,0,0,0,0,0,0,,,
438,90025511,BMP390,21.56,1007.46,-0.23,,,,,,
439,90084855,BNO,-92.94,-8.91,-9.88,-16,-42.31,-108.75,0.05,0.05,-0.22
440,90142497,BMP390,21.56,1007.47,-0.26,,,,,,
441,90201873,BNO,-93.14,-8.71,-9.57,-16,-42.31,-108.75,0.05,0.05,-0.22
442,90261722,GPS,0,0,0,0,0,0,,,
443,90295403,BMP390,21.56,1007.47,-0.27,,,,,,
444,90354732,BNO,-93.14,-8.71,-9.57,-15.69,-43.44,-109.25,0.05,0.05,-0.22
445,90411197,BMP390,21.55,1007.46,-0.2,,,,,,
446,90470493,BNO,-93.22,-8.4,-9.31,-15.69,-43.44,-109.25,0.05,0.05,-0.22
447,90530083,GPS,0,0,0,0,0,0,,,
448,90562640,BMP390,21.55,1007.46,-0.21,,,,,,
449,90623735,BNO,-93.15,-8.67,-9.57,-15.69,-43.44,-109.25,0.05,0.05,-0.22
450,90678948,BMP390,21.55,1007.47,-0.26,,,,,,
451,90738296,BNO,-93.15,-8.67,-9.57,-14.13,-43.06,-108.5,0.05,0.05,-0.22
452,90798756,GPS,0,0,0,0,0,0,,,
453,90830883,BMP390,21.55,1007.46,-0.22,,,,,,
454,90890161,BNO,-93.1,-8.3,-9.11,-14.13,-43.06,-108.5,0.05,0.05,-0.22
455,90946595,BMP390,21.54,1007.46,-0.23,,,,,,
456,91005878,BNO,-93.01,-8.36,-9.12,-14.13,-43.06,-108.5,0.05,0.05,-0.22
457,91065608,GPS,0,0,0,0,0,0,,,
458,91102032,BMP390,21.54,1007.46,-0.2,,,,,,
459,91161329,BNO,-93.02,-8.44,-8.96,-14.13,-43.06,-108.5,0.05,0.05,-0.22
460,91217016,BMP390,21.53,1007.47,-0.28,,,,,,
461,91276349,BNO,-92.97,-8.58,-8.98,-14.13,-43.06,-108.5,0.05,0.05,-0.22
462,91335993,GPS,0,0,0,0,0,0,,,
463,91367903,BMP390,21.53,1007.47,-0.27,,,,,,
464,91427159,BNO,-92.97,-8.58,-8.98,-16.38,-43.5,-109.19,0.05,0.05,-0.22
465,91482685,BMP390,21.53,1007.47,-0.31,,,,,,
466,91542021,BNO,-92.97,-8.58,-8.98,-16.38,-43.5,-109.19,0.02,0.02,0.17
467,91604205,GPS,0,0,0,0,0,0,,,
468,91636419,BMP390,21.53,1007.47,-0.27,,,,,,
469,91695715,BNO,-92.97,-8.58,-8.98,-16.38,-43.5,-109.19,-0.12,0.07,0.06
470,91751016,BMP390,21.52,1007.47,-0.27,,,,,,
471,91810292,BNO,-92.97,-8.58,-8.98,-16.06,-43.19,-108.38,-0.12,0.07,0.06
472,91869912,GPS,0,0,0,0,0,0,,,
473,91902951,BMP390,21.52,1007.46,-0.24,,,,,,
474,91962276,BNO,-93.7,-9.35,-9.67,-16.06,-43.19,-108.38,-0.12,0.07,0.06
475,92017564,BMP390,21.52,1007.47,-0.28,,,,,,
476,92076860,BNO,-93.7,-9.35,-9.67,-16.38,-43.81,-109.19,-0.12,0.07,0.06
477,92137856,GPS,0,0,0,0,0,0,,,
478,92170566,BMP390,21.52,1007.47,-0.26,,,,,,
479,92229823,BNO,-94,-9.11,-9.47,-16.38,-43.81,-109.19,-0.12,0.07,0.06
480,92287778,BMP390,21.51,1007.46,-0.24,,,,,,
481,92347120,BNO,-93.99,-8.77,-9.12,-16.38,-43.81,-109.19,-0.12,0.07,0.06
482,92407537,GPS,0,0,0,0,0,0,,,
483,92439383,BMP390,21.51,1007.46,-0.24,,,,,,
484,92498649,BNO,-93.99,-8.77,-9.12,-14.69,-44.31,-111.13,-0.12,0.07,0.06
485,92555217,BMP390,21.51,1007.46,-0.24,,,,,,
486,92616153,BNO,-93.99,-8.77,-9.12,-14.69,-44.31,-111.13,0.02,0.11,-0.13
487,92675732,GPS,0,0,0,0,0,0,,,
488,92708911,BMP390,21.51,1007.47,-0.3,,,,,,
489,92768203,BNO,-93.99,-8.77,-9.12,-14.69,-44.31,-111.13,-0.14,0,-0.01
490,92824244,BMP390,21.5,1007.47,-0.27,,,,,,
491,92883562,BNO,-93.97,-8.3,-9.47,-14.69,-44.31,-111.13,-0.14,0,-0.01
492,92943315,GPS,0,0,0,0,0,0,,,
493,92975134,BMP390,21.5,1007.47,-0.26,,,,,,
494,93034384,BNO,-93.97,-8.3,-9.47,-14.69,-44.31,-111.13,0.08,-0.03,0.43
495,93091204,BMP390,21.5,1007.47,-0.28,,,,,,
496,93150546,BNO,-93.97,-8.3,-9.47,-15.19,-42.63,-109.31,0.08,-0.03,0.43
497,93211138,GPS,0,0,0,0,0,0,,,
498,93243839,BMP390,21.5,1007.47,-0.27,,,,,,
499,93303127,BNO,-93.97,-8.3,-9.47,-15.19,-42.63,-109.31,0.11,-0.05,0.32
500,93360184,BMP390,21.49,1007.46,-0.19,,,,,,
501,93419525,BNO,-93.96,-8.32,-8.33,-15.19,-42.63,-109.31,0.11,-0.05,0.32
502,93479955,GPS,0,0,0,0,0,0,,,
503,93512510,BMP390,21.49,1007.45,-0.11,,,,,,
504,93573730,BNO,-93.96,-8.32,-8.33,-15.38,-44.56,-108.94,0.11,-0.05,0.32
505,93629537,BMP390,21.49,1007.45,-0.13,,,,,,
506,93688814,BNO,-93.96,-8.32,-8.33,-15.38,-44.56,-108.94,-0.02,0.01,0.2
507,93748350,GPS,0,0,0,0,0,0,,,
508,93781100,BMP390,21.49,1007.45,-0.14,,,,,,
509,93840393,BNO,-93.96,-8.32,-8.33,-16,-46.31,-107.63,-0.02,0.01,0.2
510,93896140,BMP390,21.49,1007.45,-0.09,,,,,,
511,93955436,BNO,-94.06,-7.65,-7.28,-16,-46.31,-107.63,-0.02,0.01,0.2
512,94015300,GPS,0,0,0,0,0,0,,,
513,94049959,BMP390,21.48,1007.46,-0.18,,,,,,
514,94109226,BNO,-93.01,-8.25,-9.03,-16,-46.31,-107.63,-0.02,0.01,0.2
515,94165952,BMP390,21.48,1007.46,-0.18,,,,,,
516,94225311,BNO,-92.97,-7.08,-9.41,-16,-46.31,-107.63,-0.02,0.01,0.2
517,94285733,GPS,0,0,0,0,0,0,,,
518,94317636,BMP390,21.48,1007.46,-0.19,,,,,,
519,94376936,BNO,-92.97,-7.08,-9.41,-16,-46.31,-107.63,0.09,0.11,0.25
520,94432662,BMP390,21.47,1007.46,-0.22,,,,,,
521,94491970,BNO,-93.23,-6.51,-8.85,-16,-46.31,-107.63,0.09,0.11,0.25
522,94550038,GPS,0,0,0,0,0,0,,,
523,94583177,BMP390,21.47,1007.47,-0.29,,,,,,
524,94642479,BNO,-93.32,-6.79,-7.85,-16,-46.31,-107.63,0.09,0.11,0.25
525,94697095,BMP390,21.47,1007.47,-0.28,,,,,,
526,94756401,BNO,-93.32,-6.79,-7.85,-16,-46.31,-107.63,-0.29,0.21,0.31
527,94816284,GPS,0,0,0,0,0,0,,,
528,94848411,BMP390,21.47,1007.47,-0.27,,,,,,
529,94907681,BNO,-93.98,-6.03,-7.72,-16,-46.31,-107.63,-0.29,0.21,0.31
530,94963572,BMP390,21.47,1007.46,-0.23,,,,,,
531,95022908,BNO,-94.18,-5.98,-7.85,-16,-46.31,-107.63,-0.29,0.21,0.31
532,95084878,GPS,0,0,0,0,0,0,,,
533,95117107,BMP390,21.47,1007.47,-0.26,,,,,,
534,95176501,BNO,-94.27,-5.43,-7.14,-16,-46.31,-107.63,-0.29,0.21,0.31
535,95233177,BMP390,21.46,1007.47,-0.26,,,,,,
536,95292482,BNO,-94.84,-5.29,-7.36,-16,-46.31,-107.63,-0.29,0.21,0.31
537,95352040,GPS,0,0,0,0,0,0,,,
538,95386290,BMP390,21.46,1007.46,-0.22,,,,,,
539,95445581,BNO,-94.98,-5.46,-7.73,-16,-46.31,-107.63,-0.29,0.21,0.31
540,95501904,BMP390,21.46,1007.46,-0.2,,,,,,
541,95563036,BNO,-94.38,-6.03,-8.25,-16,-46.31,-107.63,-0.29,0.21,0.31
542,95623053,GPS,0,0,0,0,0,0,,,
543,95655398,BMP390,21.46,1007.46,-0.22,,,,,,
544,95714671,BNO,-94.38,-6.03,-8.25,-13.19,-42.69,-107,-0.29,0.21,0.31
545,95770570,BMP390,21.45,1007.46,-0.19,,,,,,
546,95829912,BNO,-94.71,-5.36,-9.01,-13.19,-42.69,-107,-0.29,0.21,0.31
547,95890290,GPS,0,0,0,0,0,0,,,
548,95922378,BMP390,21.45,1007.46,-0.22,,,,,,
549,95981718,BNO,-94.71,-5.36,-9.01,-11.69,-41.88,-109.81,-0.29,0.21,0.31
550,96038313,BMP390,21.45,1007.46,-0.25,,,,,,
551,96097630,BNO,-94.71,-5.36,-9.01,-11.69,-41.88,-109.81,-0.16,0.25,-0.18
552,96157196,GPS,0,0,0,0,0,0,,,
553,96189826,BMP390,21.45,1007.47,-0.29,,,,,,
554,96249129,BNO,-94.71,-5.36,-9.01,-11.69,-41.88,-109.81,0.52,0.41,0.02
555,96304682,BMP390,21.44,1007.46,-0.21,,,,,,
556,96363999,BNO,-98.63,-4.46,-8.45,-11.69,-41.88,-109.81,0.52,0.41,0.02
557,96423981,GPS,0,0,0,0,0,0,,,
558,96456260,BMP390,21.44,1007.46,-0.25,,,,,,
559,96515542,BNO,-98.63,-4.46,-8.45,-11.69,-41.88,-109.81,-0.01,-0.16,-0.13
560,96574388,BMP390,21.44,1007.46,-0.25,,,,,,
561,96633728,BNO,-98.33,-4.75,-9.92,-11.69,-41.88,-109.81,-0.01,-0.16,-0.13
562,96694084,GPS,0,0,0,0,0,0,,,
563,96727588,BMP390,21.44,1007.47,-0.26,,,,,,
564,96786938,BNO,-98.33,-4.75,-9.92,-10.25,-43.88,-110.06,-0.01,-0.16,-0.13
565,96843057,BMP390,21.43,1007.47,-0.3,,,,,,
566,96902363,BNO,-98.48,-4.3,-10.09,-10.25,-43.88,-110.06,-0.01,-0.16,-0.13
567,96961918,GPS,0,0,0,0,0,0,,,
568,96994549,BMP390,21.43,1007.47,-0.28,,,,,,
569,97055480,BNO,-98.48,-4.3,-10.09,-9.75,-43.56,-110.94,-0.01,-0.16,-0.13
570,97111102,BMP390,21.43,1007.47,-0.3,,,,,,
571,97170440,BNO,-99.63,-2.85,-10.09,-9.75,-43.56,-110.94,-0.01,-0.16,-0.13
572,97230528,GPS,0,0,0,0,0,0,,,
573,97263359,BMP390,21.43,1007.47,-0.34,,,,,,
574,97322656,BNO,-99.84,-2.3,-10.9,-9.75,-43.56,-110.94,-0.01,-0.16,-0.13
575,97380722,BMP390,21.43,1007.46,-0.22,,,,,,
576,97440059,BNO,-99.82,-2.67,-10.23,-9.75,-43.56,-110.94,-0.01,-0.16,-0.13
577,97502146,GPS,0,0,0,0,0,0,,,
578,97534619,BMP390,21.43,1007.47,-0.27,,,,,,
579,97593890,BNO,-99.82,-2.67,-10.23,-9.75,-43.56,-110.94,0.09,0.15,0.19
580,97650059,BMP390,21.42,1007.46,-0.19,,,,,,
581,97709324,BNO,-99.82,-2.67,-10.23,-9.75,-43.56,-110.94,0.04,0.05,0.32
582,97768832,GPS,0,0,0,0,0,0,,,
583,97801345,BMP390,21.42,1007.46,-0.23,,,,,,
584,97860593,BNO,-99.82,-2.67,-10.23,-9.75,-43.56,-110.94,0.05,0.14,-0.12
585,97916544,BMP390,21.42,1007.47,-0.29,,,,,,
586,97975835,BNO,-99.28,-3.63,-12.21,-9.75,-43.56,-110.94,0.05,0.14,-0.12
587,98044012,GPS,0,0,0,0,0,0,,,
588,98076304,BMP390,21.42,1007.47,-0.28,,,,,,
589,98135659,BNO,-99.49,-3.91,-12.52,-9.75,-43.56,-110.94,0.05,0.14,-0.12
590,98192627,BMP390,21.41,1007.48,-0.35,,,,,,
591,98252033,BNO,-99.66,-3.84,-12.78,-9.75,-43.56,-110.94,0.05,0.14,-0.12
592,98312126,GPS,0,0,0,0,0,0,,,
593,98345224,BMP390,21.41,1007.47,-0.3,,,,,,
594,98404650,BNO,-99.65,-3.84,-12.28,-9.75,-43.56,-110.94,0.05,0.14,-0.12
595,98460047,BMP390,21.41,1007.47,-0.26,,,,,,
596,98521263,BNO,-99.65,-3.84,-12.28,-9.75,-43.56,-110.94,-0.2,-0.18,0.1
597,98580947,GPS,0,0,0,0,0,0,,,
598,98613779,BMP390,21.41,1007.47,-0.28,,,,,,
599,98673083,BNO,-99.65,-3.84,-12.28,-9.75,-43.56,-110.94,0.12,0.12,-0.18
600,98729364,BMP390,21.4,1007.47,-0.33,,,,,,
601,98788767,BNO,-99.65,-3.84,-12.28,-9.13,-43.31,-113.25,0.12,0.12,-0.18
602,98849145,GPS,0,0,0,0,0,0,,,
603,98881020,BMP390,21.4,1007.48,-0.34,,,,,,
604,98940301,BNO,-99.65,-3.84,-12.28,-9.13,-43.31,-113.25,-0.2,-0.22,-0.22
605,98997808,BMP390,21.4,1007.48,-0.38,,,,,,
606,99057148,BNO,-99.65,-3.84,-12.28,-8.06,-41.81,-112,-0.2,-0.22,-0.22
607,99117345,GPS,0,0,0,0,0,0,,,
608,99150336,BMP390,21.4,1007.47,-0.34,,,,,,
609,99209666,BNO,-98.78,-2.25,-12,-8.06,-41.81,-112,-0.2,-0.22,-0.22
610,99268314,BMP390,21.39,1007.47,-0.33,,,,,,
611,99327621,BNO,-98.93,-2.49,-12.1,-8.06,-41.81,-112,-0.2,-0.22,-0.22
612,99387769,GPS,0,0,0,0,0,0,,,
613,99420403,BMP390,21.39,1007.47,-0.26,,,,,,
614,99479697,BNO,-98.93,-2.49,-12.1,-8.25,-41.25,-110.25,-0.2,-0.22,-0.22
615,99538329,BMP390,21.39,1007.46,-0.24,,,,,,
616,99597769,BNO,-98.98,-2.83,-12.59,-8.25,-41.25,-110.25,-0.2,-0.22,-0.22
617,99658304,GPS,0,0,0,0,0,0,,,
618,99691920,BMP390,21.39,1007.46,-0.19,,,,,,
619,99751306,BNO,-98.86,-2.75,-12.34,-8.25,-41.25,-110.25,-0.2,-0.22,-0.22
620,99807882,BMP390,21.39,1007.46,-0.24,,,,,,
621,99867250,BNO,-98.86,-2.75,-12.34,-10.44,-42.75,-111.31,-0.2,-0.22,-0.22
622,99926949,GPS,0,0,0,0,0,0,,,
623,99961771,BMP390,21.39,1007.45,-0.15,,,,,,
624,100021221,BNO,-98.86,-2.75,-12.34,-9.19,-41.31,-111.81,-0.2,-0.22,-0.22
625,100076774,BMP390,21.38,1007.46,-0.18,,,,,,
626,100136096,BNO,-98.97,-3.04,-11.78,-9.19,-41.31,-111.81,-0.2,-0.22,-0.22
627,100196043,GPS,0,0,0,0,0,0,,,
628,100227912,BMP390,21.38,1007.46,-0.19,,,,,,
629,100287183,BNO,-98.97,-3.04,-11.78,-10.31,-43.38,-112.19,-0.2,-0.22,-0.22
630,100343399,BMP390,21.38,1007.46,-0.19,,,,,,
631,100402770,BNO,-98.97,-3.04,-11.78,-10.31,-43.38,-112.19,-0.09,-0.02,0.12
632,100464928,GPS,0,0,0,0,0,0,,,
633,100497111,BMP390,21.38,1007.46,-0.22,,,,,,
634,100556476,BNO,-99.5,-3.04,-11.82,-10.31,-43.38,-112.19,-0.09,-0.02,0.12
635,100612958,BMP390,21.37,1007.46,-0.24,,,,,,
636,100672265,BNO,-99.32,-2.72,-11.49,-10.31,-43.38,-112.19,-0.09,-0.02,0.12
637,100731819,GPS,0,0,0,0,0,0,,,
638,100764613,BMP390,21.37,1007.46,-0.25,,,,,,
639,100823909,BNO,-99.32,-2.72,-11.49,-10.31,-43.38,-112.19,-0.09,-0.09,0.09
640,100880006,BMP390,21.37,1007.47,-0.26,,,,,,
641,100941193,BNO,-99.32,-2.72,-11.49,-9.25,-42.69,-111.44,-0.09,-0.09,0.09
642,101001172,GPS,0,0,0,0,0,0,,,
643,101033328,BMP390,21.37,1007.47,-0.28,,,,,,
644,101092648,BNO,-98.94,-2.14,-10.83,-9.25,-42.69,-111.44,-0.09,-0.09,0.09
645,101148863,BMP390,21.37,1007.48,-0.36,,,,,,
646,101208190,BNO,-98.94,-2.14,-10.83,-10.81,-41.38,-110.81,-0.09,-0.09,0.09
647,101268545,GPS,0,0,0,0,0,0,,,
648,101300533,BMP390,21.37,1007.47,-0.32,,,,,,
649,101359827,BNO,-98.94,-2.14,-10.83,-9.75,-42.75,-110.63,-0.09,-0.09,0.09
650,101417728,BMP390,21.36,1007.47,-0.32,,,,,,
651,101477016,BNO,-98.94,-2.14,-10.83,-9.19,-41.88,-111.94,-0.09,-0.09,0.09
652,101510719,BMP390,21.36,1007.47,-0.31,,,,,,
653,101570070,BNO,-98.83,-2.88,-10.97,-9.19,-41.88,-111.94,-0.09,-0.09,0.09
654,101630441,GPS,0,0,0,0,0,0,,,
655,101683789,BMP390,21.36,1007.47,-0.29,,,,,,
656,101743076,BNO,-98.28,-3.61,-10.81,-9.19,-41.88,-111.94,-0.09,-0.09,0.09
657,101777538,BMP390,21.36,1007.48,-0.37,,,,,,
658,101836869,BNO,-98.28,-3.61,-10.81,-13.19,-43.44,-110.69,-0.09,-0.09,0.09
659,101898042,GPS,0,0,0,0,0,0,,,
660,101952602,BMP390,21.36,1007.48,-0.38,,,,,,
661,102011935,BNO,-98.28,-3.61,-10.81,-12,-42.25,-111.19,-0.09,-0.09,0.09
662,102045829,BMP390,21.35,1007.48,-0.36,,,,,,
663,102105156,BNO,-96.96,-3.99,-10.69,-12,-42.25,-111.19,-0.09,-0.09,0.09
664,102164779,GPS,0,0,0,0,0,0,,,
665,102218795,BMP390,21.35,1007.47,-0.32,,,,,,
666,102278070,BNO,-96.96,-3.99,-10.69,-10.94,-43.31,-110.44,-0.09,-0.09,0.09
667,102311819,BMP390,21.35,1007.47,-0.33,,,,,,
668,102372920,BNO,-96.96,-3.99,-10.69,-10.94,-43.31,-110.44,-0.13,0.14,0.1
669,102433352,GPS,0,0,0,0,0,0,,,
670,102486316,BMP390,21.35,1007.47,-0.33,,,,,,
671,102545613,BNO,-96.96,-3.99,-10.69,-10.94,-43.31,-110.44,-0.11,0.3,0
672,102579658,BMP390,21.35,1007.47,-0.34,,,,,,
673,102638978,BNO,-96.96,-3.99,-10.69,-10.38,-41.38,-111.38,-0.11,0.3,0
674,102698598,GPS,0,0,0,0,0,0,,,
675,102754138,BMP390,21.34,1007.47,-0.3,,,,,,
676,102813457,BNO,-96.76,-3.11,-13.32,-10.38,-41.38,-111.38,-0.11,0.3,0
677,102848928,BMP390,21.34,1007.48,-0.34,,,,,,
678,102908271,BNO,-96.76,-3.11,-13.32,-10.38,-41.38,-111.38,-0.16,0.08,0.08
679,102967878,GPS,0,0,0,0,0,0,,,
680,103021261,BMP390,21.34,1007.47,-0.26,,,,,,
681,103080529,BNO,-96.76,-3.11,-13.32,-12,-42.31,-113.88,-0.16,0.08,0.08
682,103114683,BMP390,21.34,1007.48,-0.35,,,,,,
683,103174018,BNO,-96.21,-4.41,-12.57,-12,-42.31,-113.88,-0.16,0.08,0.08
684,103234452,GPS,0,0,0,0,0,0,,,
685,103287672,BMP390,21.34,1007.48,-0.34,,,,,,
686,103348771,BNO,-96.12,-5.39,-10.62,-12,-42.31,-113.88,-0.16,0.08,0.08
687,103384354,BMP390,21.33,1007.47,-0.31,,,,,,
688,103443659,BNO,-95.88,-5.46,-10.31,-12,-42.31,-113.88,-0.16,0.08,0.08
689,103498126,BMP390,21.33,1007.47,-0.29,,,,,,
690,103557486,BNO,-95.88,-5.46,-10.31,-12,-42.31,-113.88,0.11,-0.1,0.11
691,103617736,GPS,0,0,0,0,0,0,,,
692,103649932,BMP390,21.33,1007.47,-0.27,,,,,,
693,103709205,BNO,-95.88,-5.46,-10.31,-10.63,-48.25,-112.5,0.11,-0.1,0.11
694,103765937,BMP390,21.33,1007.47,-0.31,,,,,,
695,103826930,BNO,-95.11,-5.81,-10.01,-10.63,-48.25,-112.5,0.11,-0.1,0.11
696,103887046,GPS,0,0,0,0,0,0,,,
697,103920407,BMP390,21.33,1007.48,-0.37,,,,,,
698,103979771,BNO,-94.85,-5.97,-9.95,-10.63,-48.25,-112.5,0.11,-0.1,0.11
699,104035712,BMP390,21.33,1007.47,-0.28,,,,,,
700,104095030,BNO,-94.85,-5.97,-9.95,-10.63,-48.25,-112.5,0.13,-0.04,0.07
701,104154664,GPS,0,0,0,0,0,0,,,
702,104187599,BMP390,21.32,1007.47,-0.29,,,,,,
